,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
1693,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,5380,Beech Grove City Schools
1694,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,4205,Center Grove Community School Corporation
1695,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,5310,Franklin Township Community School Corporation
1696,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,5385,Indianapolis Public Schools
1697,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,5340,M S D Perry Township
1698,C349,Southport Presbyterian Christian School,Marion,26,3.0,4.0,75.0,B,5360,M S D Warren Township
1699,B928,Spirit of God Accelerated School,Lake,41,0.0,0.0,52.0,F,4690,Gary Community School Corporation
1700,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,255,East Allen County Schools
1701,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,6060,East Noble School Corporation
1702,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,235,Fort Wayne Community Schools
1703,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,3625,Huntington County Community School Corporation
1704,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,125,M S D Southwest Allen County
1705,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,225,Northwest Allen County Schools
1706,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,8625,Smith-Green Community Schools
1707,A200,Suburban Bethlehem Lutheran School,Allen,84,10.0,6.54,153.0,B,8665,Whitley County Consolidated Schools
1708,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5380,Beech Grove City Schools
1709,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,4205,Center Grove Community School Corporation
1710,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,4145,Clark-Pleasant Community School Corporation
1711,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,4225,Franklin Community School Corporation
1712,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5310,Franklin Township Community School Corporation
1713,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5385,Indianapolis Public Schools
1714,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5300,M S D Decatur Township
1715,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5340,M S D Perry Township
1716,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5360,M S D Warren Township
1717,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5375,M S D Wayne Township
1718,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,5930,Mooresville Consolidated School Corporation
1719,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,7350,Northwestern Consolidated School Corporation
1720,C325,Suburban Christian School,Marion,145,8.0,3.38,237.0,D,7365,Shelbyville Central Schools
1721,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,670,Brown County School Corporation
1722,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,4205,Center Grove Community School Corporation
1723,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,4215,Edinburgh Community School Corporation
1724,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5925,M S D Martinsville Schools
1725,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5340,M S D Perry Township
1726,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5740,Monroe County Community School Corporation
1727,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5900,Monroe-Gregg School District
1728,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5930,Mooresville Consolidated School Corporation
1729,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,4255,Nineveh-Hensley-Jackson United Corporation
1730,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,5705,Richland-Bean Blossom Community School Corporation
1731,C940,Tabernacle Christian Schools,Morgan,212,24.0,7.95,302.0,C,6195,Spencer-Owen Community Schools
1732,D748,Terre Haute Seventh Day Adventist School,Vigo,14,1.0,6.67,15.0,No Grade,8030,Vigo County School Corporation
1733,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5310,Franklin Township Community School Corporation
1734,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5385,Indianapolis Public Schools
1735,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5330,M S D Lawrence Township
1736,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5340,M S D Perry Township
1737,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5350,M S D Pike Township
1738,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5360,M S D Warren Township
1739,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5370,M S D Washington Township
1740,C589,The Independence Academy,Marion,14,28.0,70.0,40.0,F,5375,M S D Wayne Township
1741,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,2815,Eastbrook Community School Corporation
1742,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,3500,Kokomo-Center Township Consolidated School Corporation
1743,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,8050,M S D Wabash County Schools
1744,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,2825,Madison-Grant United School Corporation
1745,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,2865,Marion Community Schools
1746,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,2855,Mississinewa Community School Corporation
1747,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,5625,Oak Hill United School Corporation
1748,B136,The King's Academy,Grant,149,6.0,3.33,180.0,B,1885,Wes-Del Community Schools
1749,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,3315,Avon Community School Corporation
1750,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5380,Beech Grove City Schools
1751,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,3060,Carmel Clay Schools
1752,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,4205,Center Grove Community School Corporation
1753,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5310,Franklin Township Community School Corporation
1754,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,4245,Greenwood Community School Corporation
1755,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5385,Indianapolis Public Schools
1756,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5300,M S D Decatur Township
1757,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5330,M S D Lawrence Township
1758,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5350,M S D Pike Township
1759,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5360,M S D Warren Township
1760,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5370,M S D Washington Township
1761,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,5375,M S D Wayne Township
1762,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,3070,Noblesville Schools
1763,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,7350,Northwestern Consolidated School Corporation
1764,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,3330,Plainfield Community School Corporation
1765,C773,The Oaks Academy,Marion,175,28.0,8.09,346.0,A,3030,Westfield-Washington Schools
1766,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5380,Beech Grove City Schools
1767,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,3060,Carmel Clay Schools
1768,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5310,Franklin Township Community School Corporation
1769,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,4245,Greenwood Community School Corporation
1770,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,3005,Hamilton Southeastern Schools
1771,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5385,Indianapolis Public Schools
1772,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5330,M S D Lawrence Township
1773,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,6590,M S D Mount Vernon
1774,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5340,M S D Perry Township
1775,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5350,M S D Pike Township
1776,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5360,M S D Warren Township
1777,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5370,M S D Washington Township
1778,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5375,M S D Wayne Township
1779,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,5255,South Madison Community School Corporation
1780,B297,The Oaks Academy - Brookside,Marion,115,11.0,4.66,236.0,A,630,Zionsville Community Schools
1781,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,3305,Brownsburg Community School Corporation
1782,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,3060,Carmel Clay Schools
1783,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,3005,Hamilton Southeastern Schools
1784,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5385,Indianapolis Public Schools
1785,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5300,M S D Decatur Township
1786,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5330,M S D Lawrence Township
1787,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5350,M S D Pike Township
1788,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5360,M S D Warren Township
1789,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,5370,M S D Washington Township
1790,C774,The Oaks Academy - Middle School,Marion,83,6.0,4.05,148.0,A,3030,Westfield-Washington Schools
1791,C699,TP Schools,Marion,76,5.0,2.25,222.0,A,5385,Indianapolis Public Schools
1792,C699,TP Schools,Marion,76,5.0,2.25,222.0,A,5330,M S D Lawrence Township
1793,C699,TP Schools,Marion,76,5.0,2.25,222.0,A,5360,M S D Warren Township
1794,C699,TP Schools,Marion,76,5.0,2.25,222.0,A,3135,Mount Vernon Community School Corporation
1795,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3315,Avon Community School Corporation
1796,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3305,Brownsburg Community School Corporation
1797,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3060,Carmel Clay Schools
1798,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,1150,Clinton Central School Corporation
1799,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3005,Hamilton Southeastern Schools
1800,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5385,Indianapolis Public Schools
1801,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,665,Lebanon Community School Corporation
1802,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5300,M S D Decatur Township
1803,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5350,M S D Pike Township
1804,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5360,M S D Warren Township
1805,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5370,M S D Washington Township
1806,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,5375,M S D Wayne Township
1807,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3070,Noblesville Schools
1808,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3330,Plainfield Community School Corporation
1809,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,7945,Tipton Community School Corporation
1810,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,6630,West Central School Corporation
1811,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,615,Western Boone County Community School District
1812,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,3030,Westfield-Washington Schools
1813,C375,Traders Point Christian Academy,Boone,225,51.0,8.28,616.0,C,630,Zionsville Community Schools
1814,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5380,Beech Grove City Schools
1815,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5310,Franklin Township Community School Corporation
1816,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5385,Indianapolis Public Schools
1817,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5300,M S D Decatur Township
1818,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5330,M S D Lawrence Township
1819,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5340,M S D Perry Township
1820,C561,Trinity Christian School,Marion,177,22.0,12.29,179.0,C,5360,M S D Warren Township
1821,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,365,Bartholomew Consolidated School Corporation
1822,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,3695,Brownstown Central Community School Corporation
1823,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,3710,Crothersville Community Schools
1824,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,4015,Jennings County Schools
1825,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,7855,Lafayette School Corporation
1826,B452,Trinity Lutheran High School,Jackson,51,11.0,7.75,142.0,A,3675,Seymour Community Schools
1827,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,4660,Crown Point Community School Corporation
1828,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,4580,Hanover Community School Corporation
1829,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,3785,Kankakee Valley School Corporation
1830,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,4615,Lake Central School Corporation
1831,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,6460,M S D Boone Township
1832,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,4600,Merrillville Community School
1833,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,5945,North Newton School Corporation
1834,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,6520,Porter Township School Corporation
1835,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,4645,Tri-Creek School Corporation
1836,B850,Trinity Lutheran School,Lake,88,15.0,7.81,192.0,B,6560,Valparaiso Community Schools
1837,C050,Trinity Lutheran School,Lake,27,4.0,4.88,82.0,B,4690,Gary Community School Corporation
1838,C050,Trinity Lutheran School,Lake,27,4.0,4.88,82.0,B,4680,Lake Station Community Schools
1839,C050,Trinity Lutheran School,Lake,27,4.0,4.88,82.0,B,4730,School City of Hobart
1840,C395,Trinity Lutheran School,Marion,51,13.0,10.83,120.0,B,5310,Franklin Township Community School Corporation
1841,C395,Trinity Lutheran School,Marion,51,13.0,10.83,120.0,B,5385,Indianapolis Public Schools
1842,C395,Trinity Lutheran School,Marion,51,13.0,10.83,120.0,B,5360,M S D Warren Township
1843,C395,Trinity Lutheran School,Marion,51,13.0,10.83,120.0,B,3135,Mount Vernon Community School Corporation
1844,D217,Trinity School At Greenlawn,St Joseph,67,3.0,1.54,195.0,F,2305,Elkhart Community Schools
1845,D217,Trinity School At Greenlawn,St Joseph,67,3.0,1.54,195.0,F,7150,John Glenn School Corporation
1846,D217,Trinity School At Greenlawn,St Joseph,67,3.0,1.54,195.0,F,7175,Penn-Harris-Madison School Corporation
1847,D217,Trinity School At Greenlawn,St Joseph,67,3.0,1.54,195.0,F,7200,School City of Mishawaka
1848,D217,Trinity School At Greenlawn,St Joseph,67,3.0,1.54,195.0,F,7205,South Bend Community School Corporation
1849,D907,TROY Center,Whitley,30,1.0,2.94,34.0,F,235,Fort Wayne Community Schools
1850,D907,TROY Center,Whitley,30,1.0,2.94,34.0,F,3625,Huntington County Community School Corporation
1851,D907,TROY Center,Whitley,30,1.0,2.94,34.0,F,8625,Smith-Green Community Schools
1852,D907,TROY Center,Whitley,30,1.0,2.94,34.0,F,4455,Whitko Community School Corporation
1853,D907,TROY Center,Whitley,30,1.0,2.94,34.0,F,8665,Whitley County Consolidated Schools
1854,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4660,Crown Point Community School Corporation
1855,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,6470,Duneland School Corporation
1856,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,6510,East Porter County School Corporation
1857,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4690,Gary Community School Corporation
1858,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4945,LaPorte Community School Corporation
1859,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4600,Merrillville Community School
1860,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4925,Michigan City Area Schools
1861,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,6550,Portage Township Schools
1862,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,6520,Porter Township School Corporation
1863,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4590,River Forest Community School Corporation
1864,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4730,School City of Hobart
1865,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4940,South Central Community School Corporation
1866,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,4915,Tri Township Consolidated School Corporation
1867,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,8535,Tri-County School Corporation
1868,D073,Victory Christian Academy,Porter,160,5.0,1.69,296.0,B,6560,Valparaiso Community Schools
1869,B600,Warsaw Christian School,Kosciusko,119,20.0,10.0,200.0,A,8045,Manchester Community Schools
1870,B600,Warsaw Christian School,Kosciusko,119,20.0,10.0,200.0,A,4445,Tippecanoe Valley School Corporation
1871,B600,Warsaw Christian School,Kosciusko,119,20.0,10.0,200.0,A,4415,Warsaw Community Schools
1872,B600,Warsaw Christian School,Kosciusko,119,20.0,10.0,200.0,A,4345,Wawasee Community School Corporation
1873,B600,Warsaw Christian School,Kosciusko,119,20.0,10.0,200.0,A,4455,Whitko Community School Corporation
